point_id,zone,expected_fault,x,y,z
Zone_A_028,Zone_A,F_left,68.96877213408912,470.12892334646585,-242.52201567143356
Zone_A_029,Zone_A,F_left,82.59010984655016,332.26127643188,-331.26222879501216
Zone_A_030,Zone_A,F_left,91.75836750344389,268.9995798922371,-349.69583114067973
Zone_A_031,Zone_A,F_left,40.0963245986267,848.8723651865546,-380.2894152446889
Zone_A_032,Zone_A,F_left,84.1210765335213,116.12091758126853,-351.5348045471954
Zone_A_033,Zone_A,F_left,97.61632334934923,771.9990480127703,-167.37615243497385
Zone_A_034,Zone_A,F_left,29.47801031205494,69.93156767062291,-270.05866376862804
Zone_A_035,Zone_A,F_left,78.0833077124608,116.01057883117171,-72.95630708741948
Zone_A_036,Zone_A,F_left,157.856160161133,628.072591448184,-63.235426689129156
Zone_A_037,Zone_A,F_left,7.908311770706533,536.6083812582806,-239.13862270175312
Zone_A_038,Zone_A,F_left,144.93384656256285,718.9305034460758,-364.1183726589351
Zone_A_039,Zone_A,F_left,9.97054884504331,969.6257690746879,-106.95693650789457
Zone_A_040,Zone_A,F_left,109.92071381639914,704.9092306003308,-97.91819751495268
Zone_A_041,Zone_A,F_left,87.91131579871193,695.4999526717497,-336.6692799743966
Zone_A_042,Zone_A,F_left,89.39691818837694,438.79519885641315,-139.78112907044698
Zone_A_043,Zone_A,F_left,40.89434637254999,293.99706862363615,-122.17662004194375
Zone_A_044,Zone_A,F_left,81.7186042083431,242.78857720513702,-340.70262682275313
Zone_A_045,Zone_A,F_left,29.6973723663584,257.5891844493048,-126.2858540857356
Zone_A_046,Zone_A,F_left,90.71236849989612,812.0076477081109,-92.54875579305417
Zone_A_047,Zone_A,F_left,31.428517689029157,965.6697203690475,-120.28944573569049
Zone_A_048,Zone_A,F_left,74.67885891298346,646.4138217334674,-50.21503086821804
Zone_A_049,Zone_A,F_left,36.47255821073651,155.7456600483974,-327.51729195388697
Zone_A_050,Zone_A,F_left,54.29630812276126,279.87095970201506,-245.46907683885038
Zone_A_051,Zone_A,F_left,34.198375435188915,355.77270513896184,-294.4687314390127
Zone_A_052,Zone_A,F_left,88.25119581489832,561.276804054736,-208.68375972156326
Zone_A_053,Zone_A,F_left,88.67589862529924,839.4951571674574,-248.35032983618396
Zone_A_054,Zone_A,F_left,55.43975551294637,355.24031780753984,-168.43808241245878
Zone_A_055,Zone_A,F_left,75.89597749335638,708.2899254716631,-147.01706933408573
Zone_A_056,Zone_A,F_left,64.5769674207893,799.5975789278925,-331.6854367861216
Zone_A_057,Zone_A,F_left,59.68370992370771,52.45768491040914,-211.77926573749252
Zone_A_058,Zone_A,F_left,46.888174044578484,27.982846237324278,-266.23691098015524
Zone_A_059,Zone_A,F_left,124.96305698006279,73.56709093747239,-349.2478295094307
Zone_A_060,Zone_A,F_left,90.74767376444613,316.1558331937029,-146.34925575030758
Zone_A_061,Zone_A,F_left,125.76956814108749,965.0514869480002,-256.88619876839846
Zone_A_062,Zone_A,F_left,83.9141991575635,983.8875425164929,-257.65589040963766
Zone_A_063,Zone_A,F_left,32.21294813480275,76.36536305167706,-364.1730750311987
Zone_A_064,Zone_A,F_left,24.581832454157286,193.41036428960967,-196.127979921651
Zone_A_065,Zone_A,F_left,55.41535275224729,630.4246653332743,-195.99466016102252
Zone_A_066,Zone_A,F_left,114.3076076767884,195.64333972052506,-232.63025254661818
Zone_A_067,Zone_A,F_left,82.15060628027184,73.79768926581065,-89.47223231674371
Zone_A_068,Zone_A,F_left,76.2241683192282,586.7847592426555,-339.06373984592756
Zone_A_069,Zone_A,F_left,103.42270275860656,785.3267143597528,-208.62874574098518
Zone_A_070,Zone_A,F_left,5.200410525020843,508.8181820522697,-249.85040008566673
Zone_A_071,Zone_A,F_left,58.07654915279345,255.88025069000463,-261.4112692184517
Zone_A_072,Zone_A,F_left,93.14990809001625,116.253555905794,-298.6199470155542
Zone_A_073,Zone_A,F_left,-4.481347795110409,488.78894009585196,-180.89007952703295
Zone_A_074,Zone_A,F_left,62.92457328961399,153.57505988883224,-88.40700042517341
Zone_A_075,Zone_A,F_left,71.52375242446124,831.9780054682528,-232.83638554807982
Zone_A_076,Zone_A,F_left,44.15165687320526,131.70900106352823,-164.28154879511268
Zone_A_077,Zone_A,F_left,75.35739482856775,921.5917134728384,-113.01311649528236
Zone_A_078,Zone_A,F_left,81.11261755323467,234.71228511125076,-323.882285716827
Zone_A_079,Zone_A,F_left,80.0374301843242,11.059557302615652,-234.63434660766728
Zone_B_000,Zone_B,F_right,716.6600262246932,861.7112948361582,-332.6501255244017
Zone_B_001,Zone_B,F_right,726.2518515386247,649.532077263183,-293.5557653980992
Zone_B_002,Zone_B,F_right,690.5957243772882,115.1522978197217,-64.42098542516487
Zone_B_003,Zone_B,F_right,702.6837893676595,411.9958134252413,-256.278107655987
Zone_B_004,Zone_B,F_right,741.8805913921942,880.5408478826411,-165.12433838500485
Zone_B_005,Zone_B,F_right,725.5803576289369,516.627384243701,-148.06654046163555
Zone_B_006,Zone_B,F_right,711.200962992119,103.41951540529715,-275.3798198049403
Zone_B_007,Zone_B,F_right,701.2212840538392,479.46576522627305,-154.14047342802093
Zone_B_008,Zone_B,F_right,767.7324730059279,434.7462586348816,-397.5181293363891
Zone_B_009,Zone_B,F_right,747.5218177778654,52.43193996341788,-316.71657071721086
Zone_B_010,Zone_B,F_right,681.5503969934049,154.65125254588042,-57.13613673081693
Zone_B_011,Zone_B,F_right,748.8418029635627,757.1657951146254,-324.16916616868235
Zone_B_012,Zone_B,F_right,700.0605102845605,41.67042706360169,-142.64608250353115
Zone_B_013,Zone_B,F_right,733.4610951354308,651.6143669695211,-90.10552430349037
Zone_B_014,Zone_B,F_right,689.085816249554,567.5063427372553,-153.77478114829316
Zone_B_015,Zone_B,F_right,749.5106747636976,315.57456089602874,-393.5535370970079
Zone_B_016,Zone_B,F_right,709.4318844734854,543.6382494135746,-64.79544517314105
Zone_B_017,Zone_B,F_right,673.2245128660218,14.467868454759891,-209.52244359105129
Zone_B_018,Zone_B,F_right,738.5168968139976,832.3393659546954,-352.17225404147
Zone_B_019,Zone_B,F_right,694.3202255885934,155.54963874633188,-119.74945538716293
Zone_B_020,Zone_B,F_right,766.1152679810114,99.15339632663932,-79.96876315380587
Zone_B_021,Zone_B,F_right,710.1688797410745,220.4221546877283,-216.7591053597793
Zone_B_022,Zone_B,F_right,701.2321662859505,457.2185394209697,-184.09616833866437
Zone_B_023,Zone_B,F_right,733.8491074623314,822.5500426085521,-220.3184733101384
Zone_B_024,Zone_B,F_right,728.8530239526115,384.13094775978317,-76.08863524674803
Zone_B_025,Zone_B,F_right,741.0569963084163,497.7033187670422,-271.46735707429514
Zone_B_026,Zone_B,F_right,667.4063045310833,386.696384863452,-281.57402034319546
Zone_B_027,Zone_B,F_right,775.1080018595987,588.8271495196265,-170.20313159557867
Zone_B_028,Zone_B,F_right,775.7379446837907,252.63720553765802,-107.42954345355514
Zone_B_029,Zone_B,F_right,638.893723599384,131.30705974402633,-388.4000779148803
Zone_B_030,Zone_B,F_right,761.6187402268654,474.4399883825211,-153.91016092619583
Zone_B_031,Zone_B,F_right,703.6384575780762,863.4116489980994,-383.63418023199733
Zone_B_032,Zone_B,F_right,735.0888821035381,607.3302130253521,-228.65029249333054
Zone_B_033,Zone_B,F_right,737.4540499332629,846.279594817425,-341.6501173563103
Zone_B_034,Zone_B,F_right,651.9503318450815,741.8034195422799,-119.6030077742098
Zone_B_035,Zone_B,F_right,717.7897282717879,842.250198580038,-149.8146951524727
Zone_B_036,Zone_B,F_right,724.7745409066852,847.9952060290707,-57.98294137340736
Zone_B_037,Zone_B,F_right,726.021320034405,920.3594653145739,-92.949392884762
Zone_B_038,Zone_B,F_right,728.7639475310133,534.8255306048222,-320.65366327316497
Zone_B_039,Zone_B,F_right,757.6519744338242,816.0464269129687,-187.79212165201562
Zone_B_040,Zone_B,F_right,756.7101590150337,996.3691938889938,-213.66495074249013
Zone_B_041,Zone_B,F_right,622.9019217336058,934.6879654803001,-138.42104318623734
Zone_B_042,Zone_B,F_right,744.6627084342635,863.1833648960793,-324.2357523136881
Zone_B_043,Zone_B,F_right,763.876601952264,208.7922369000935,-155.5438873097952
Zone_B_044,Zone_B,F_right,691.379153300709,330.2978492734262,-151.9636029743308
Zone_B_045,Zone_B,F_right,705.9338626004222,806.2626701004781,-172.62221419348205
Zone_B_046,Zone_B,F_right,726.0014165721292,675.2297378240668,-146.15501867315623
Zone_B_047,Zone_B,F_right,717.0759042143303,818.0097997068298,-275.67944212764763
Zone_B_048,Zone_B,F_right,710.7334592852928,975.1618997951601,-120.22378181885477
Zone_B_049,Zone_B,F_right,712.9466440405522,540.1222669213033,-93.65874026625482
Zone_B_050,Zone_B,F_right,755.2561895018313,504.8522288218293,-351.3656501762617
Zone_B_051,Zone_B,F_right,752.7291784742297,733.6156540336674,-241.6133756428567
Zone_B_052,Zone_B,F_right,688.5610241227293,441.90763046556657,-128.94795697142973
Zone_B_053,Zone_B,F_right,739.9328870299354,775.1198507010948,-159.8455219918711
Zone_B_054,Zone_B,F_right,738.1324724840941,425.9357128476392,-91.85235393209223
Zone_B_055,Zone_B,F_right,657.9671458002963,883.1120758877533,-159.72385347773195
Zone_B_056,Zone_B,F_right,701.0932198202736,525.3595424619972,-163.0416315326649
Zone_B_057,Zone_B,F_right,784.5484878614997,474.84077682176564,-354.8987343315013
Zone_B_058,Zone_B,F_right,794.7239340954321,471.20666142967906,-361.58975207859515
Zone_B_059,Zone_B,F_right,681.5497378431556,3.5336243468829798,-308.14674343687216
Zone_B_060,Zone_B,F_right,721.1809955728776,369.73162731927835,-69.51127489866428
Zone_B_061,Zone_B,F_right,777.106456254436,564.8086580534042,-359.639125163417
Zone_B_062,Zone_B,F_right,743.5639452514381,655.8902360283641,-77.03933393987961
Zone_B_063,Zone_B,F_right,724.2173066823831,962.3458145101235,-179.422602816429
Zone_B_064,Zone_B,F_right,689.61806614939,781.1701471269018,-334.62293299652487
Zone_B_065,Zone_B,F_right,706.8465734266337,872.9250499737585,-330.4271381526908
Zone_B_066,Zone_B,F_right,741.4871332307056,265.2048866169113,-71.06716911197049
Zone_B_067,Zone_B,F_right,723.3496237232167,478.06007505139223,-240.56036076127512
Zone_B_068,Zone_B,F_right,701.0243251941208,639.7171185847322,-239.48730892734943
Zone_B_069,Zone_B,F_right,712.4083673628148,618.224823049442,-134.87411214930978
Zone_B_070,Zone_B,F_right,753.2800371879506,179.33462611843674,-115.04567975867099
Zone_B_071,Zone_B,F_right,785.0566649674561,287.47134812040997,-278.6466211964946
Zone_B_072,Zone_B,F_right,721.3301125474345,959.85991614564,-149.06565777257296
Zone_B_073,Zone_B,F_right,761.9397425322115,83.41997810319445,-223.19623924716316
Zone_B_074,Zone_B,F_right,789.664180212952,704.7288116337423,-286.53936251895004
Zone_B_075,Zone_B,F_right,702.6865803716527,855.7032438080752,-167.85246833235365
Zone_B_076,Zone_B,F_right,736.6816985954364,74.3063105234445,-245.52043657190688
Zone_B_077,Zone_B,F_right,693.1873414878709,337.2615376544624,-375.32345580623144
Zone_B_078,Zone_B,F_right,646.8682120116291,505.82631240192234,-103.0506805144463
Zone_B_079,Zone_B,F_right,729.2312629718052,964.3954786638715,-337.62920223206294
Boundary_000,Zone_A,F_left,365.8693423812331,456.96000977230136,-117.31015816219119
Boundary_001,Zone_A,F_left,358.55504230022467,329.0403925856813,-205.29331204595104
Boundary_002,Zone_A,F_left,358.56610589242155,611.7630849378457,-129.80873104604478
Boundary_003,Zone_A,F_left,364.0511800311271,204.40737745248538,-179.08712099599694
Boundary_004,Zone_A,F_left,332.9119289191702,836.7781960989533,-96.8716580641235
Boundary_005,Zone_A,F_left,374.74409312864407,997.7398065136704,-142.04975896817737
Boundary_006,Zone_A,F_left,367.50112883631675,391.08844627149506,-290.4581849945367
Boundary_007,Zone_A,F_left,363.50485249940994,974.5233276637891,-86.8010366206461
Boundary_008,Zone_A,F_left,365.2900499259121,106.67254578063701,-102.89872139989365
Boundary_009,Zone_A,F_left,354.8918761033574,100.46054918770075,-164.1684709635017
Boundary_010,Zone_A,F_left,381.7665805953679,63.185166855293964,-209.43726446827776
Boundary_011,Zone_A,F_left,377.4740686732278,790.8182053922094,-205.37840656657312
Boundary_012,Zone_A,F_left,384.28498472473626,862.0445521273522,-190.52203333712703
Boundary_013,Zone_A,F_left,357.3260738557804,375.4774344010633,-181.49073099204014
Boundary_014,Zone_A,F_left,347.78072954075157,299.67397010954943,-297.0732077702505
Boundary_015,Zone_A,F_left,356.15582864540687,651.6143045135361,-54.15220244129293
Boundary_016,Zone_A,F_left,377.70428717755016,169.80690128949504,-118.03000422709033
Boundary_017,Zone_A,F_left,373.5048781714797,218.20877925187355,-57.56564416104308
Boundary_018,Zone_A,F_left,368.89020384022433,401.19402111099953,-177.1919759491867
Boundary_019,Zone_A,F_left,363.40410837336856,289.8917968163953,-267.2024331887554
